,Unnamed: 0,StateWellNumber,StateWel_1,LatitudeDD,Dlat,Mlat,Slat,LongitudeD,Dlong,Mlong,Slong,TDS_mg/L,WellDepth,SAR,Hardness_mg/L,Calcium_mg/L,Magnesium_mg/L,Sulfate_mg/L,Chloride_mg/L,Fluoride_mg/L,pH,Texture_SSURGO,Texture_Num,Clay_SSURGO,SAR_SSURGO,EC_SSURGO,label,ppt
0,0,1819901,1819901,33.625555,33,37,32.0,-96.658056,96,39,29.0,360.0,872,24.24,6.0,1.2,0.85,30.0,11.0,1.0,8.3,Silty clay,2,55.0,1,2.0,0,1073.851318
1,1,1820804,1820804,33.635834,33,38,9.0,-96.564167,96,33,51.0,551.5,1044,27.7225,14.25,2.25,2.25,42.25,12.75,1.0,8.75,Silty clay,2,55.0,1,2.0,0,1074.579956
2,2,1820805,1820805,33.641667,33,38,30.0,-96.560278,96,33,37.0,202.0,1022,24.42,2.0,0.8,0.05,17.5,13.4,0.3,7.2,Silty clay,2,55.0,1,2.0,0,1073.386353
3,3,1827203,1827203,33.621111,33,37,16.0,-96.683611,96,41,1.0,2306.0,900,76.9575,27.25,7.0,2.5,18.25,980.25,2.125,8.15,Silty clay,2,55.0,1,2.0,1,1073.851318
4,4,1827801,1827801,33.5325,33,31,57.0,-96.701945,96,42,7.0,479.5714286,950,51.97142857,2.285714286,0.8,0.31,68.0,11.5,0.81,8.734285714,Silty clay,2,55.0,1,2.0,0,1051.391113
5,5,1827804,1827804,33.525,33,31,30.0,-96.6725,96,40,21.0,651.3333333,1061,58.84,3.666666667,0.866666667,0.506666667,100.0,13.66666667,0.866666667,8.536666667,Silty clay,2,55.0,1,2.0,0,1055.994873
6,6,1828301,1828301,33.612778,33,36,46.0,-96.535,96,32,6.0,320.0,745,21.96,7.0,2.0,0.5,20.0,4.0,0.8,9.0,Silty clay,2,55.0,1,2.0,0,1073.386353
7,7,1829103,1829103,33.603889,33,36,14.0,-96.465834,96,27,57.0,333.5,970,19.82,7.5,1.5,1.0,47.5,10.0,0.7,8.4,Silty clay,2,55.0,1,2.0,0,1080.079712
8,8,1835601,1835601,33.4533333,33,27,12.0,-96.645,96,38,42.0,798.0,1023,61.182,5.6,1.0,1.0,74.0,29.0,1.402,8.812,Silty clay,2,55.0,1,2.0,0,1052.290772
9,9,1837601,1837601,33.422778,33,25,22.0,-96.402223,96,24,8.0,742.0,1638,48.56,6.0,1.0,1.0,176.0,45.0,1.2,8.55,Silty clay,2,55.0,1,2.0,0,1080.505859
10,10,1837603,1837603,33.423611,33,25,25.0,-96.402223,96,24,8.0,749.0,1780,66.115,3.5,1.6,0.2,180.6,47.5,1.055,8.4325,Silty clay,2,55.0,1,2.0,0,1080.505859
11,11,1845803,1845803,33.277222,33,16,38.0,-96.431944,96,25,55.0,426.0,1890,35.8,4.0,1.6,0.1,50.0,26.9,1.0,8.5,Silty clay,2,55.0,1,2.0,0,1074.323608
12,12,1849602,1849602,33.168611,33,10,7.0,-96.890556,96,53,26.0,1557.0,570,76.63,11.0,3.0,1.0,288.0,256.0,2.4,8.7,Clay loam,6,53.0,5,2.0,1,1001.154358
13,13,1849901,1849901,33.154167,33,9,15.0,-96.886945,96,53,13.0,1884.0,275,64.12,23.0,6.0,2.0,408.0,370.0,3.4,8.0,Clay loam,6,53.0,5,2.0,1,1001.154358
14,14,1857505,1857505,33.075833,33,4,33.0,-96.922222,96,55,20.0,1119.5,363,53.465,13.0,3.0,1.5,169.0,147.5,3.35,9.05,Clay loam,6,53.0,5,2.0,1,988.1607666
15,15,1857506,1857506,33.081944,33,4,55.0,-96.920833,96,55,15.0,1145.5,335,61.875,10.0,2.5,1.0,169.5,159.0,3.1,8.95,Clay loam,6,53.0,5,2.0,1,988.1607666
16,16,1857603,1857603,33.064167,33,3,51.0,-96.911389,96,54,41.0,939.6666667,530,53.43333333,8.666666667,3.0,0.73,154.0,65.0,1.763333333,8.596666667,Clay loam,6,53.0,5,2.0,0,988.1607666
17,17,1849801,1849801,33.141945,33,8,31.0,-96.9175,96,55,3.0,787.2,420,42.914,10.6,2.0,1.5,78.0,32.25,2.02,8.524,Clay,1,53.0,5,2.0,1,989.069458
18,18,1849906,1849906,33.165834,33,9,57.0,-96.910556,96,54,38.0,997.0,350,67.34,6.0,1.0,1.0,112.0,104.0,1.8,8.6,Clay,1,53.0,5,2.0,0,991.3787842
19,19,1857202,1857202,33.096945,33,5,49.0,-96.941667,96,56,30.0,887.0,404,50.675,7.0,2.0,1.0,166.0,74.0,2.55,8.75,Clay,1,53.0,5,2.0,1,976.8447876
20,20,1855401,1855401,33.204723,33,12,17.0,-96.237778,96,14,16.0,2025.25,2400,86.3125,15.0,6.4,1.8,360.0,400.0,2.6325,8.3375,Clay,1,52.5,1,2.0,1,1097.801514
21,21,3320801,3320801,32.652778,32,39,10.0,-96.571111,96,34,16.0,1605.5,1846,57.22,34.5,8.85,3.2,364.0,176.0,3.95,8.7,Silty clay,2,42.5,5,2.0,1,1025.383667
22,22,3321102,3321102,32.743334,32,44,36.0,-96.466112,96,27,58.0,2533.5,2051,56.935,100.5,17.5,14.0,450.5,545.5,2.9,8.2,Silty clay,2,55.0,1,1.5,1,1042.902832
23,23,3321801,3321801,32.627222,32,37,38.0,-96.453056,96,27,11.0,2953.333333,2340,112.09,20.0,6.0,1.366666667,373.0,809.6666667,4.35,8.1,Silty clay,2,55.0,1,1.5,1,1030.044434
24,24,3321802,3321802,32.6275,32,37,39.0,-96.455278,96,27,19.0,3424.0,2400,89.555,42.0,8.0,5.5,305.0,1137.5,2.95,8.2,Silty clay,2,55.0,1,1.5,1,1030.044434
25,25,1811805,1811805,33.752778,33,45,10.0,-96.681111,96,40,52.0,343.5,496,22.845,4.0,1.3,0.285,31.0,10.5,0.9,8.45,Clay,1,70.0,1,1.0,0,1072.037476
26,26,1822701,1822701,33.628889,33,37,44.0,-96.366389,96,21,59.0,416.3333333,383,38.27666667,2.666666667,0.833333333,0.24,44.6,18.0,0.9,8.25,Clay,1,70.0,1,1.0,0,1097.527832
27,27,1822703,1822703,33.6325,33,37,57.0,-96.366944,96,22,1.0,400.0,432,31.94,4.0,2.0,0.0,15.0,48.0,1.0,8.7,Clay,1,70.0,1,1.0,0,1097.527832
28,28,1830103,1830103,33.585,33,35,6.0,-96.358889,96,21,32.0,466.0,763,36.03,7.0,2.4,0.3,71.2,25.9,0.8,8.6,Clay,1,70.0,1,1.0,0,1095.830933
29,29,1830601,1830601,33.5783333,33,34,42.0,-96.2738889,96,16,26.0,1033.666667,437,57.075,9.5,2.9,1.2125,127.0,187.5,2.355,8.703333333,Clay,1,70.0,1,1.0,1,1116.758789
30,30,1833902,1833902,33.389445,33,23,22.0,-96.912501,96,54,45.0,406.0,180,19.03,11.0,3.0,1.0,66.0,34.0,0.4,7.7,Clay,1,70.0,1,1.0,0,1036.755981
31,31,1833903,1833903,33.389445,33,23,22.0,-96.912501,96,54,45.0,430.0,285,16.11,18.0,4.0,2.0,70.0,35.0,0.4,7.9,Clay,1,70.0,1,1.0,0,1036.755981
32,32,3223601,3223601,32.686667,32,41,12.0,-97.131667,97,7,54.0,862.0,135,1.635,538.5,189.0,16.5,233.5,122.5,0.8,7.7,Clay,1,55.0,0,1.0,0,970.1719971
33,33,3224203,3224203,32.727778,32,43,40.0,-97.083611,97,5,1.0,1080.0,100,1.64,631.0,230.0,14.0,470.0,62.0,1.6,7.0,Clay,1,55.0,0,1.0,0,980.637085
34,34,3224308,3224308,32.748889,32,44,56.0,-97.005556,97,0,20.0,584.0,345,21.54,22.0,4.0,3.0,59.0,21.0,1.3,8.6,Clay,1,55.0,0,1.0,0,987.6411743
35,35,3224310,3224310,32.7425,32,44,33.0,-97.021389,97,1,17.0,834.0,283,21.52,40.0,8.0,5.0,144.0,89.0,2.6,8.4,Clay,1,55.0,0,1.0,1,985.7893677
36,36,3224312,3224312,32.748611,32,44,55.0,-97.005556,97,0,20.0,607.0,372,36.56,11.66666667,2.4,1.433333333,70.66666667,19.66666667,1.333333333,8.7,Clay,1,55.0,0,1.0,0,987.6411743
37,37,3224313,3224313,32.748611,32,44,55.0,-97.005556,97,0,20.0,579.0,419,45.37,6.0,2.0,0.3,65.0,16.0,1.2,8.6,Clay,1,55.0,0,1.0,0,987.6411743
38,38,3231601,3231601,32.563056,32,33,47.0,-97.141667,97,8,30.0,591.5,200,21.935,43.0,12.0,3.3,108.0,28.5,0.75,8.65,Clay,1,55.0,0,1.0,0,967.0031738
39,39,3303201,3303201,32.971667,32,58,18.0,-96.702223,96,42,8.0,1975.5,1277,80.945,16.5,5.0,1.0,435.5,360.0,4.4,8.1,Clay,1,55.0,0,1.0,1,1027.38562
40,40,3303404,3303404,32.935,32,56,6.0,-96.725,96,43,30.0,1743.6,1254,70.282,17.0,5.0,1.2,413.2,282.8,3.68,8.08,Clay,1,55.0,0,1.0,1,1022.112061
41,41,3311802,3311802,32.788611,32,47,19.0,-96.681389,96,40,53.0,1355.5,1330,61.8,53.0,20.5,0.55,423.0,115.0,2.45,7.85,Clay,1,55.0,0,1.0,1,1018.994446
42,42,3312703,3312703,32.767778,32,46,4.0,-96.607223,96,36,26.0,1739.25,1475,59.32333333,38.66666667,13.4,1.433333333,320.5,454.25,3.666666667,8.5,Clay,1,55.0,0,1.0,1,1023.602295
43,43,3317103,3317103,32.738611,32,44,19.0,-96.960556,96,57,38.0,982.0,417,51.02333333,11.33333333,2.7,1.2,285.6666667,62.0,1.866666667,8.2,Clay,1,55.0,0,1.0,0,990.2215576
44,44,3317105,3317105,32.745,32,44,42.0,-96.960278,96,57,37.0,733.0,485,58.5,4.0,1.8,0.0,157.0,24.0,1.6,8.5,Clay,1,55.0,0,1.0,0,990.2215576
45,45,3317106,3317106,32.745,32,44,42.0,-96.960278,96,57,37.0,896.6666667,417,59.21666667,7.0,1.733333333,0.666666667,245.0,45.0,1.8,8.366666667,Clay,1,55.0,0,1.0,0,990.2215576
46,46,3317107,3317107,32.746667,32,44,48.0,-96.995834,96,59,45.0,701.0,460,40.65,9.0,2.0,1.0,116.0,28.0,1.6,8.1,Clay,1,55.0,0,1.0,0,987.6411743
47,47,3317118,3317118,32.748056,32,44,53.0,-96.994167,96,59,39.0,579.5,430,23.485,29.0,8.05,2.25,68.0,21.5,1.3,8.3,Clay,1,55.0,0,1.0,0,987.6411743
48,48,3317119,3317119,32.748056,32,44,53.0,-96.994167,96,59,39.0,723.5,412,20.58,33.5,9.5,2.5,114.5,50.0,2.25,8.5,Clay,1,55.0,0,1.0,1,987.6411743
49,49,3317204,3317204,32.741945,32,44,31.0,-96.953612,96,57,13.0,718.0,502,40.37,5.0,1.8,0.36,137.0,25.0,2.0,8.0,Clay,1,55.0,0,1.0,1,990.2215576
50,50,3224603,3224603,32.691111,32,41,28.0,-97.027222,97,1,38.0,788.0,319,43.83,9.0,2.0,1.0,142.0,26.0,2.7,8.7,Clay,1,50.0,0,1.0,1,985.8739014
51,51,3232804,3232804,32.514723,32,30,53.0,-97.062778,97,3,46.0,703.0,357,41.17,7.0,2.2,0.6,181.0,18.0,0.8,8.7,Clay,1,50.0,6,1.0,0,971.8432617
52,52,3239309,3239309,32.4725,32,28,21.0,-97.135,97,8,6.0,514.0,296,8.76,67.0,17.0,6.0,157.0,23.0,0.5,8.2,Clay,1,50.0,1,1.0,0,957.3618774
53,53,3248702,3248702,32.273055,32,16,23.0,-97.118611,97,7,7.0,648.0,265,58.91,3.0,1.5,0.0,70.0,20.0,1.1,8.3,Clay,1,50.0,1,1.0,0,983.0441895
54,54,3264704,3264704,32.0325,32,1,57.0,-97.115556,97,6,56.0,654.0,315,39.81,7.0,1.8,0.84,101.0,20.0,0.8,8.3,Clay,1,50.0,6,1.0,0,983.3172607
55,55,3343602,3343602,32.316389,32,18,59.0,-96.638334,96,38,18.0,2040.75,1806,72.2925,25.75,6.75,2.25,483.0,268.25,5.175,8.2,Clay,1,50.0,6,1.0,1,1017.803894
56,56,1725401,1725401,33.565001,33,33,54.0,-95.998334,95,59,54.0,994.0,1691,64.298,7.8,1.96,0.8,271.6,89.0,1.4,8.16,Silty clay,2,47.5,2,1.0,0,1144.984863
57,57,1832501,1832501,33.573611,33,34,25.0,-96.068055,96,4,5.0,957.6,1660,73.932,4.4,1.3,0.41,257.6,84.6,1.14,8.32,Silty clay,2,47.5,2,1.0,0,1140.228882
58,58,1832503,1832503,33.574722,33,34,29.0,-96.076667,96,4,36.0,909.3333333,1630,85.74333333,3.0,0.99,0.13,265.5,57.45,1.293333333,8.166666667,Silty clay,2,47.5,2,1.0,0,1140.228882
59,59,1838401,1838401,33.429722,33,25,47.0,-96.337778,96,20,16.0,802.2,1472,42.89666667,10.83333333,2.183333333,1.4,210.1666667,49.33333333,1.083333333,8.333333333,Silty clay,2,47.5,2,1.0,0,1091.874756
60,60,1838402,1838402,33.435,33,26,6.0,-96.341667,96,20,30.0,798.25,1606,52.985,7.5,2.4,0.9,199.9,53.33333333,1.38,8.5625,Silty clay,2,47.5,2,1.0,0,1091.874756
61,61,1839501,1839501,33.4358333,33,26,9.0,-96.1686111,96,10,7.0,916.375,1595,63.48125,6.75,2.2,0.636666667,195.0,71.5,1.43,8.46,Silty clay,2,47.5,2,1.0,0,1122.234863
62,62,1839601,1839601,33.458056,33,27,29.0,-96.165001,96,9,54.0,871.75,1693,56.4075,6.0,1.533333333,0.766666667,263.1333333,59.66666667,1.37,8.52,Silty clay,2,47.5,2,1.0,0,1121.77124
63,63,3224604,3224604,32.668611,32,40,7.0,-97.016667,97,1,0.0,575.0,391,18.26,24.0,8.0,1.0,146.0,31.0,0.7,8.4,Clay,1,46.0,3,1.0,0,998.9985962
64,64,3309801,3309801,32.776111,32,46,34.0,-96.932222,96,55,56.0,1269.0,475,48.49,14.0,4.8,0.61,457.0,76.0,2.2,8.1,Clay loam,6,44.0,0,1.0,1,992.7084961
65,65,4008301,4008301,31.968055,31,58,5.0,-97.005556,97,0,20.0,2052.5,726,62.495,34.66666667,7.04,4.82,614.8,317.8,3.428333333,8.263333333,Silty clay,2,42.5,0,1.0,1,983.7917481
66,66,1817401,1817401,33.6877778,33,41,16.0,-96.9786111,96,58,43.0,381.4,235,22.42,9.4,2.8,0.745,29.0,29.5,0.396,8.33,Sandy clay,3,42.5,0,1.0,0,1030.228394
67,67,1825402,1825402,33.545278,33,32,43.0,-96.976667,96,58,36.0,180.0,190,1.856666667,69.33333333,20.5,5.0,13.5,29.0,0.143333333,7.336666667,Sandy clay,3,42.5,0,1.0,0,1028.137329
68,68,1833804,1833804,33.376944,33,22,37.0,-96.933889,96,56,2.0,262.0,400,2.995,89.5,29.0,7.0,55.0,40.0,0.395,8.3,Sandy clay,3,42.5,0,1.0,0,1036.755981
69,69,1833809,1833809,33.376944,33,22,37.0,-96.938889,96,56,20.0,296.0,280,7.7,30.0,9.0,2.0,52.0,20.0,0.3,8.5,Sandy clay,3,42.5,0,1.0,0,1053.282471
70,70,1964306,1964306,33.1061111,33,6,22.0,-97.0038889,97,0,14.0,749.2858889,308,50.06911111,15.58588889,1.4,0.94,131.5,54.0,2.4,8.3925,Sandy clay,3,42.5,0,1.0,1,975.4761963
71,71,1964310,1964310,33.095834,33,5,45.0,-97.031667,97,1,54.0,426.5,144,1.99,214.0,62.0,14.5,160.0,37.0,0.5,7.0,Sandy clay,3,42.5,0,1.0,0,966.4058838
72,72,1964703,1964703,33.000834,33,0,3.0,-97.100278,97,6,1.0,500.0,150,8.05,72.0,21.0,5.0,147.0,53.0,0.7,8.1,Sandy clay,3,42.5,0,1.0,0,968.21698
73,73,1964907,1964907,33.023055,33,1,23.0,-97.031944,97,1,55.0,701.0,290,49.07,4.0,1.0,0.4,55.0,17.0,4.1,8.8,Sandy clay,3,42.5,0,1.0,1,966.4606934
74,74,1964909,1964909,33.023889,33,1,26.0,-97.032778,97,1,58.0,634.0,280,37.63,7.0,2.2,0.5,45.0,15.0,3.1,8.7,Sandy clay,3,42.5,0,1.0,1,966.4606934
75,75,1839702,1839702,33.3991667,33,23,57.0,-96.245,96,14,42.0,1001.5,1720,46.6775,14.25,4.2,1.0,294.575,70.225,1.525,8.3,Clay,1,42.5,0,1.0,0,1101.877808
76,76,1841201,1841201,33.3630556,33,21,47.0,-96.9280556,96,55,41.0,275.5,210,3.725,77.5,23.0,5.0,40.0,26.0,0.4,8.3,Clay,1,42.5,0,1.0,0,1036.755981
77,77,1964206,1964206,33.101112,33,6,4.0,-97.069722,97,4,11.0,340.0,183,2.175,168.0,44.5,14.0,43.5,94.5,0.3,7.55,Clay,1,42.5,0,1.0,0,965.5426636
78,78,1964302,1964302,33.110556,33,6,38.0,-97.0175,97,1,3.0,729.0,235,34.58,13.0,2.2,2.0,90.0,34.0,3.4,8.5,Clay,1,42.5,0,1.0,1,975.4761963
79,79,1964104,1964104,33.109723,33,6,35.0,-97.0925,97,5,33.0,349.0,150,10.65,28.0,10.0,0.85,17.0,38.0,0.6,8.2,Sandy clay loam,9,40.0,0,1.0,0,972.4920654
80,80,1964701,1964701,33.018889,33,1,8.0,-97.088889,97,5,20.0,862.0,62,2.27,459.0,148.0,22.0,243.0,199.0,0.6,7.4,Sandy clay loam,9,40.0,0,1.0,0,968.21698
81,81,1964702,1964702,33.005556,33,0,20.0,-97.097778,97,5,52.0,463.0,134,10.5,43.0,11.0,4.0,108.0,60.0,0.3,7.5,Sandy clay loam,9,40.0,0,1.0,0,968.21698
82,82,1964901,1964901,33.033889,33,2,2.0,-97.040556,97,2,26.0,486.0,260,29.12,5.333333333,1.533333333,0.456666667,70.66666667,32.33333333,1.4,8.433333333,Sandy clay loam,9,40.0,0,1.0,0,966.4606934
83,83,1964908,1964908,33.023889,33,1,26.0,-97.031944,97,1,55.0,628.0,301,36.76,6.0,1.6,0.5,42.0,14.0,3.4,8.8,Sandy clay loam,9,40.0,0,1.0,1,966.4606934
84,84,1964915,1964915,33.019722,33,1,11.0,-97.0175,97,1,3.0,1487.0,310,72.8,12.0,3.2,1.0,371.0,209.0,2.6,8.7,Sandy clay loam,9,40.0,0,1.0,1,977.064148
85,85,1818302,1818302,33.7425,33,44,33.0,-96.751389,96,45,5.0,449.6666667,165,29.97,7.0,1.333333333,1.0,26.66666667,11.33333333,0.733333333,9.3,Silty clay loam,7,31.0,1,1.0,0,1053.192871
86,86,1818901,1818901,33.6275,33,37,39.0,-96.770833,96,46,15.0,561.0,390,44.29,5.75,1.4,0.615,110.5,13.5,1.0,8.4,Silty clay loam,7,31.0,1,1.0,0,1057.177856
87,87,1818902,1818902,33.630555,33,37,50.0,-96.766112,96,45,58.0,714.0,410,62.42,4.0,1.0,0.4,50.0,20.0,1.2,8.6,Silty clay loam,7,31.0,1,1.0,0,1057.177856
88,88,1818903,1818903,33.629444,33,37,46.0,-96.769444,96,46,10.0,658.0,420,46.96,9.5,5.0,1.0,42.0,6.0,0.83,8.98,Silty clay loam,7,31.0,1,1.0,0,1057.177856
89,89,1826101,1826101,33.621667,33,37,18.0,-96.864167,96,51,51.0,292.0,446,4.25,68.0,16.0,7.0,48.0,20.0,0.3,7.8,Silty clay loam,7,31.0,1,1.0,0,1037.194824
90,90,1828103,1828103,33.583889,33,35,2.0,-96.605001,96,36,18.0,413.5,1023,30.06333333,6.333333333,1.333333333,0.883333333,56.83333333,15.16666667,0.84,8.35,Silty clay loam,7,31.0,1,1.0,0,1066.204102
91,91,1828402,1828402,33.572778,33,34,22.0,-96.612501,96,36,45.0,464.6666667,1050,29.69333333,7.333333333,2.0,0.666666667,75.33333333,18.66666667,0.9,8.6,Silty clay loam,7,31.0,1,1.0,0,1066.204102
92,92,1834101,1834101,33.458612,33,27,31.0,-96.848056,96,50,53.0,288.0,400,12.13,14.0,4.8,0.6,38.0,14.0,0.5,7.7,Silty clay loam,7,31.0,1,1.0,0,1032.571289
93,93,1834601,1834601,33.436945,33,26,13.0,-96.778055,96,46,41.0,3011.0,387,64.43,48.66666667,10.33333333,5.666666667,1400.0,282.6666667,2.433333333,8.133333333,Silty clay loam,7,31.0,1,1.0,1,1032.337158
94,94,3216109,3216109,32.845278,32,50,43.0,-97.088056,97,5,17.0,439.0,27,1.88,232.0,77.0,9.9,55.0,67.0,1.0,6.7,Clay loam,6,31.0,1,1.0,0,973.1130981
95,95,3216110,3216110,32.845278,32,50,43.0,-97.088056,97,5,17.0,417.0,43,0.72,285.0,88.0,16.0,65.0,120.0,0.7,6.7,Clay loam,6,31.0,1,1.0,0,973.1130981
